Selected Gene,Selected Gene name,Selected TSS,Overlapping Gene,Overlapping Gene name,Overlapping TSS
ENSG00000183291,SELENOF,86914126,ENSG00000153936,HS2ST1,86914635
ENSG00000153936,HS2ST1,86914635,ENSG00000183291,SELENOF,86914126
ENSG00000181218,H2AC25,228457873,ENSG00000196890,H2BC26,228458103
ENSG00000196890,H2BC26,228458103,ENSG00000181218,H2AC25,228457873
ENSG00000177000,MTHFR,11805964,ENSG00000011021,CLCN6,11806191
ENSG00000225828,FAM229A,32362485,ENSG00000162526,TSSK3,32362539
ENSG00000196369,SRGAP2B,145095328,ENSG00000215784,FAM72D,145095974
ENSG00000066185,ZMYND12,42456022,ENSG00000127125,PPCS,42456543
ENSG00000134684,YARS1,32817358,ENSG00000116497,S100PBP,32817653
ENSG00000122218,COPA,160343250,ENSG00000162736,NCSTN,160343383
ENSG00000152904,GGPS1,235328570,ENSG00000054267,ARID4B,235328179
ENSG00000084623,EIF3I,32222407,ENSG00000160055,TMEM234,32222353
ENSG00000143569,UBAP2L,154220955,ENSG00000143612,C1orf43,154220590
ENSG00000143612,C1orf43,154220590,ENSG00000143569,UBAP2L,154220955
ENSG00000142687,KIAA0319L,35557403,ENSG00000020129,NCDN,35557799
ENSG00000116586,LAMTOR2,156054782,ENSG00000160803,UBQLN4,156053798
ENSG00000134262,AP4B1,113904799,ENSG00000118655,DCLRE1B,113905326
ENSG00000118655,DCLRE1B,113905326,ENSG00000134262,AP4B1,113904799
ENSG00000116661,FBXO2,11654429,ENSG00000132879,FBXO44,11654877
ENSG00000132879,FBXO44,11654877,ENSG00000116661,FBXO2,11654429
ENSG00000174021,GNG5,84506581,ENSG00000122432,SPATA1,84506386
ENSG00000188610,FAM72B,121184340,ENSG00000171943,SRGAP2C,121184975
ENSG00000143643,TTC13,230978861,ENSG00000173409,ARV1,230979094
ENSG00000173409,ARV1,230979094,ENSG00000143643,TTC13,230978861
ENSG00000160055,TMEM234,32222353,ENSG00000084623,EIF3I,32222407
ENSG00000078808,SDF4,1232001,ENSG00000176022,B3GALT6,1232237
ENSG00000176022,B3GALT6,1232237,ENSG00000078808,SDF4,1232001
ENSG00000131584,ACAP3,1307930,ENSG00000169972,PUSL1,1308597
ENSG00000127054,INTS11,1324660,ENSG00000224051,CPTP,1324802
ENSG00000224051,CPTP,1324802,ENSG00000127054,INTS11,1324660
ENSG00000162441,LZIC,9943391,ENSG00000173614,NMNAT1,9943475
ENSG00000265491,RNF115,145824095,ENSG00000186141,POLR3C,145824200
ENSG00000186141,POLR3C,145824200,ENSG00000265491,RNF115,145824095
ENSG00000162736,NCSTN,160343383,ENSG00000122218,COPA,160343250
ENSG00000135801,TAF5L,229626122,ENSG00000135763,URB2,229626247
ENSG00000134255,CEPT1,111140223,ENSG00000156171,DRAM2,111140093
ENSG00000143702,CEP170,243255281,ENSG00000054282,SDCCAG8,243256041
ENSG00000169972,PUSL1,1308597,ENSG00000131584,ACAP3,1307930
ENSG00000162543,UBXN10,20186096,ENSG00000187980,PLA2G2C,20186518
ENSG00000122432,SPATA1,84506386,ENSG00000174021,GNG5,84506581
ENSG00000011021,CLCN6,11806191,ENSG00000177000,MTHFR,11805964
ENSG00000196449,YRDC,37808208,ENSG00000197982,C1orf122,37807790
ENSG00000197982,C1orf122,37807790,ENSG00000196449,YRDC,37808208
ENSG00000132128,LRRC41,46303616,ENSG00000173660,UQCRH,46303698
ENSG00000173660,UQCRH,46303698,ENSG00000132128,LRRC41,46303616
ENSG00000132781,MUTYH,45339970,ENSG00000132773,TOE1,45340170
ENSG00000288716,,77326988,ENSG00000005810,MYCBP2,77327094
ENSG00000005810,MYCBP2,77327094,ENSG00000288716,,77326988
ENSG00000243927,MRPS6,34073578,ENSG00000198743,SLC5A3,34073578
ENSG00000198743,SLC5A3,34073578,ENSG00000243927,MRPS6,34073578
ENSG00000244462,RBM12,35664900,ENSG00000214078,CPNE1,35664900
ENSG00000185019,UBOX5,3159865,ENSG00000215251,FASTKD5,3159865
ENSG00000232838,PET117,18137863,ENSG00000149474,KAT14,18137863
ENSG00000214078,CPNE1,35664900,ENSG00000244462,RBM12,35664900
ENSG00000149474,KAT14,18137863,ENSG00000232838,PET117,18137863
ENSG00000215251,FASTKD5,3159865,ENSG00000185019,UBOX5,3159865
ENSG00000185838,GNB1L,19854874,ENSG00000215012,RTL10,19854874
ENSG00000215012,RTL10,19854874,ENSG00000185838,GNB1L,19854874
ENSG00000169084,DHRSX,2500976,ENSG00000214717,ZBED1,2500976
ENSG00000182712,CMC4,155071136,ENSG00000214827,MTCP1,155071136
ENSG00000214827,MTCP1,155071136,ENSG00000182712,CMC4,155071136
ENSG00000288706,,23783278,ENSG00000130066,SAT1,23783173
ENSG00000130066,SAT1,23783173,ENSG00000288706,,23783278
ENSG00000214717,ZBED1,2500976,ENSG00000169084,DHRSX,2500976
ENSG00000168453,HR,22131010,ENSG00000288677,HRURF,22131010
ENSG00000288677,HRURF,22131010,ENSG00000168453,HR,22131010
ENSG00000092439,TRPM7,50686797,ENSG00000288645,,50686717
ENSG00000288645,,50686717,ENSG00000092439,TRPM7,50686797
ENSG00000128739,SNRPN,24954987,ENSG00000273173,SNURF,24954987
ENSG00000273173,SNURF,24954987,ENSG00000128739,SNRPN,24954987
ENSG00000284024,MSANTD7,14838306,ENSG00000187522,HSPA14,14838306
ENSG00000187522,HSPA14,14838306,ENSG00000284024,MSANTD7,14838306
ENSG00000286140,DERPC,69132588,ENSG00000168802,CHTF8,69132588
ENSG00000168802,CHTF8,69132588,ENSG00000286140,DERPC,69132588
ENSG00000213949,ITGA1,52787916,ENSG00000152684,PELO,52787916
ENSG00000113597,TRAPPC13,65625027,ENSG00000253251,SHLD3,65625027
ENSG00000253251,SHLD3,65625027,ENSG00000113597,TRAPPC13,65625027
ENSG00000152684,PELO,52787916,ENSG00000213949,ITGA1,52787916
ENSG00000085231,AK6,69369520,ENSG00000273841,TAF9,69369520
ENSG00000273841,TAF9,69369520,ENSG00000085231,AK6,69369520
ENSG00000286105,TMEM217B,37258144,ENSG00000172738,TMEM217,37258144
ENSG00000172738,TMEM217,37258144,ENSG00000286105,TMEM217B,37258144
ENSG00000028839,TBPL1,133953224,ENSG00000288529,,133953304
ENSG00000288529,,133953304,ENSG00000028839,TBPL1,133953224
ENSG00000288646,,53065602,ENSG00000112146,FBXO9,53065404
ENSG00000112146,FBXO9,53065404,ENSG00000288646,,53065602
ENSG00000135298,ADGRB3,68635282,ENSG00000288712,,68635890
ENSG00000288712,,68635890,ENSG00000135298,ADGRB3,68635282
ENSG00000145337,PYURF,88523776,ENSG00000255072,PIGY,88523776
ENSG00000255072,PIGY,88523776,ENSG00000145337,PYURF,88523776
ENSG00000130997,POLN,2242121,ENSG00000214367,HAUS3,2242121
ENSG00000214367,HAUS3,2242121,ENSG00000130997,POLN,2242121
ENSG00000006652,IFRD1,112450460,ENSG00000288634,,112450487
ENSG00000288634,,112450487,ENSG00000006652,IFRD1,112450460
ENSG00000178397,FAM220A,6348967,ENSG00000286075,SAGSIN1,6348967
ENSG00000286075,SAGSIN1,6348967,ENSG00000178397,FAM220A,6348967
ENSG00000285133,,57520480,ENSG00000175197,DDIT3,57520514
ENSG00000022840,RNF10,120534356,ENSG00000288623,,120534697
ENSG00000288623,,120534697,ENSG00000022840,RNF10,120534356
ENSG00000175197,DDIT3,57520514,ENSG00000285133,,57520480
ENSG00000213638,ADAT3,1905399,ENSG00000227500,SCAMP4,1905399
ENSG00000130283,GDF1,18896158,ENSG00000223802,CERS1,18896158
ENSG00000188269,OR7A5,14835185,ENSG00000127530,OR7C1,14835185
ENSG00000223802,CERS1,18896158,ENSG00000130283,GDF1,18896158
ENSG00000198300,PEG3,56840726,ENSG00000269699,ZIM2,56840726
ENSG00000269699,ZIM2,56840726,ENSG00000198300,PEG3,56840726
ENSG00000127530,OR7C1,14835185,ENSG00000188269,OR7A5,14835185
ENSG00000227500,SCAMP4,1905399,ENSG00000213638,ADAT3,1905399
ENSG00000152433,ZNF547,57363551,ENSG00000256060,TRAPPC2B,57363551
ENSG00000256060,TRAPPC2B,57363551,ENSG00000152433,ZNF547,57363551
ENSG00000173486,FKBP2,64241095,ENSG00000286264,,64241095
ENSG00000286264,,64241095,ENSG00000173486,FKBP2,64241095
ENSG00000162236,STX5,62832051,ENSG00000283268,TEX54,62832841
ENSG00000283268,TEX54,62832841,ENSG00000162236,STX5,62832051
ENSG00000167332,OR51E2,4697853,ENSG00000197674,OR51C1P,4697853
ENSG00000197674,OR51C1P,4697853,ENSG00000167332,OR51E2,4697853
ENSG00000121101,TEX14,58692045,ENSG00000266826,IGBP1C,58692045
ENSG00000266826,IGBP1C,58692045,ENSG00000121101,TEX14,58692045
ENSG00000163320,CGGBP1,88059005,ENSG00000288654,,88058216
ENSG00000288654,,88058216,ENSG00000163320,CGGBP1,88059005
ENSG00000163684,RPP14,58306245,ENSG00000255154,HTD2,58306520
ENSG00000255154,HTD2,58306520,ENSG00000163684,RPP14,58306245
ENSG00000186792,HYAL3,50299405,ENSG00000243477,NAA80,50299405
ENSG00000243477,NAA80,50299405,ENSG00000186792,HYAL3,50299405
ENSG00000170266,GLB1,33097146,ENSG00000188167,TMPPE,33097146
ENSG00000188167,TMPPE,33097146,ENSG00000170266,GLB1,33097146
ENSG00000138381,ASNSD1,189661459,ENSG00000286053,ASDURF,189661459
ENSG00000286053,ASDURF,189661459,ENSG00000138381,ASNSD1,189661459
ENSG00000213625,LEPROT,65420668,ENSG00000116678,LEPR,65420668
ENSG00000137944,KYAT3,88992629,ENSG00000213516,RBMXL1,88992629
ENSG00000257315,ZBED6,203795623,ENSG00000058673,ZC3H11A,203795623
ENSG00000058673,ZC3H11A,203795623,ENSG00000257315,ZBED6,203795623
ENSG00000116678,LEPR,65420668,ENSG00000213625,LEPROT,65420668
ENSG00000213516,RBMXL1,88992629,ENSG00000137944,KYAT3,88992629
ENSG00000054277,OPN3,241640369,ENSG00000203668,CHML,241640369
ENSG00000203668,CHML,241640369,ENSG00000054277,OPN3,241640369
ENSG00000121933,TMIGD3,111503633,ENSG00000282608,ADORA3,111503633
ENSG00000282608,ADORA3,111503633,ENSG00000121933,TMIGD3,111503633
